1734457790.558685 server started (10575): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1734457790.558731 on Linux 6.8.0-49-generic #49-Ubuntu SMP PREEMPT_DYNAMIC Mon Nov  4 02:06:24 UTC 2024
1734457790.558748 using libevent 2.1.12-stable poll
1734457790.558756 using ncurses 6.4 20240113
1734457790.603322 args_parse: 3 = display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z } (type COMMANDS)
1734457790.603402 cmd_parse_build_commands: bind-key -n M-MouseDown3Pane { display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z } }
1734457790.603417 cmdq_get_command: [bind-key/0x63dbd0709a30] group 1209
1734457790.603421 cmdq_append <global>: [bind-key/0x63dbd0709a30]
1734457790.603431 yylex_token: end at WS
1734457790.603434 yylex_token: bind
1734457790.603438 yylex_token: end at WS
1734457790.603441 yylex_token: -Tcopy-mode
1734457790.603445 yylex_token: end at WS
1734457790.603448 yylex_token: C-Space
1734457790.603451 yylex_token: end at WS
1734457790.603453 yylex_token: send
1734457790.603456 yylex_token: end at WS
1734457790.603459 yylex_token: -X
1734457790.603463 yylex_token: end at WS
1734457790.603466 yylex_token: begin-selection
1734457790.603471 cmd_parse_build_commands 0:0: bind
1734457790.603474 cmd_parse_build_commands 0:1: -Tcopy-mode
1734457790.603477 cmd_parse_build_commands 0:2: C-Space
1734457790.603480 cmd_parse_build_commands 0:3 0:0: send
1734457790.603483 cmd_parse_build_commands 0:3 0:1: -X
1734457790.603487 cmd_parse_build_commands 0:3 0:2: begin-selection
1734457790.603491 cmd_parse_build_commands 0:0: send
1734457790.603494 cmd_parse_build_commands 0:1: -X
1734457790.603498 cmd_parse_build_commands 0:2: begin-selection
1734457790.603503 args_parse_flags: next -X
1734457790.603506 args_parse_flags: -X
1734457790.603509 args_parse_flags: next begin-selection
1734457790.603512 args_parse: flags end at 2 of 3
1734457790.603515 args_parse: 2 = begin-selection (type STRING)
1734457790.603520 cmd_parse_build_commands: send-keys -X begin-selection
1734457790.603523 args_parse_flags: next -Tcopy-mode
1734457790.603526 args_parse_flag_argument: -T = copy-mode
1734457790.603530 args_parse_flags: next C-Space
1734457790.603533 args_parse: flags end at 2 of 4
1734457790.603536 args_parse: 2 = C-Space (type STRING)
1734457790.603541 args_parse: 3 = send-keys -X begin-selection (type COMMANDS)
1734457790.603553 cmd_parse_build_commands: bind-key -T copy-mode C-Space { send-keys -X begin-selection }
1734457790.603558 cmdq_get_command: [bind-key/0x63dbd06fa450] group 1291
1734457790.603561 cmdq_append <global>: [bind-key/0x63dbd06fa450]
1734457790.603565 yylex_token: end at WS
1734457790.603568 yylex_token: bind
1734457790.603571 yylex_token: end at WS
1734457790.603574 yylex_token: -Tcopy-mode
1734457790.603577 yylex_token: end at WS
1734457790.603580 yylex_token: C-a
1734457790.603583 yylex_token: end at WS
1734457790.603586 yylex_token: send
1734457790.603589 yylex_token: end at WS
1734457790.603592 yylex_token: -X
1734457790.603595 yylex_token: end at WS
1734457790.603598 yylex_token: start-of-line
1734457790.603602 cmd_parse_build_commands 0:0: bind
1734457790.603605 cmd_parse_build_commands 0:1: -Tcopy-mode
1734457790.603608 cmd_parse_build_commands 0:2: C-a
1734457790.603611 cmd_parse_build_commands 0:3 0:0: send
1734457790.603614 cmd_parse_build_commands 0:3 0:1: -X
1734457790.603618 cmd_parse_build_commands 0:3 0:2: start-of-line
1734457790.603621 cmd_parse_build_commands 0:0: send
1734457790.603624 cmd_parse_build_commands 0:1: -X
1734457790.603627 cmd_parse_build_commands 0:2: start-of-line
1734457790.603632 args_parse_flags: next -X
1734457790.603635 args_parse_flags: -X
1734457790.603638 args_parse_flags: next start-of-line
1734457790.603641 args_parse: flags end at 2 of 3
1734457790.603644 args_parse: 2 = start-of-line (type STRING)
1734457790.603648 cmd_parse_build_commands: send-keys -X start-of-line
1734457790.603651 args_parse_flags: next -Tcopy-mode
1734457790.603655 args_parse_flag_argument: -T = copy-mode
1734457790.603658 args_parse_flags: next C-a
1734457790.603661 args_parse: flags end at 2 of 4
1734457790.603664 args_parse: 2 = C-a (type STRING)
1734457790.603668 args_parse: 3 = send-keys -X start-of-line (type COMMANDS)
1734457790.603674 cmd_parse_build_commands: bind-key -T copy-mode C-a { send-keys -X start-of-line }
1734457790.603678 cmdq_get_command: [bind-key/0x63dbd0709090] group 1299
1734457790.603681 cmdq_append <global>: [bind-key/0x63dbd0709090]
1734457790.603686 yylex_token: end at WS
1734457790.603689 yylex_token: bind
1734457790.603692 yylex_token: end at WS
1734457790.603695 yylex_token: -Tcopy-mode
1734457790.603698 yylex_token: end at WS
1734457790.603701 yylex_token: C-c
1734457790.603704 yylex_token: end at WS
1734457790.603707 yylex_token: send
1734457790.603710 yylex_token: end at WS
1734457790.603713 yylex_token: -X
1734457790.603716 yylex_token: end at WS
1734457790.603719 yylex_token: cancel
1734457790.603722 cmd_parse_build_commands 0:0: bind
1734457790.603726 cmd_parse_build_commands 0:1: -Tcopy-mode
1734457790.603729 cmd_parse_build_commands 0:2: C-c
1734457790.603732 cmd_parse_build_commands 0:3 0:0: send
1734457790.603735 cmd_parse_build_commands 0:3 0:1: -X
1734457790.603739 cmd_parse_build_commands 0:3 0:2: cancel
1734457790.603742 cmd_parse_build_commands 0:0: send
1734457790.603745 cmd_parse_build_commands 0:1: -X
1734457790.603748 cmd_parse_build_commands 0:2: cancel
1734457790.603753 args_parse_flags: next -X
1734457790.603756 args_parse_flags: -X
1734457790.603759 args_parse_flags: next cancel
1734457790.603762 args_parse: flags end at 2 of 3
1734457790.603765 args_parse: 2 = cancel (type STRING)
1734457790.603770 cmd_parse_build_commands: send-keys -X cancel
1734457790.603773 args_parse_flags: next -Tcopy-mode
1734457790.603776 args_parse_flag_argument: -T = copy-mode
1734457790.603779 args_parse_flags: next C-c
1734457790.603782 args_parse: flags end at 2 of 4
1734457790.603785 args_parse: 2 = C-c (type STRING)
1734457790.603789 args_parse: 3 = send-keys -X cancel (type COMMANDS)
1734457790.603796 cmd_parse_build_commands: bind-key -T copy-mode C-c { send-keys -X cancel }
1734457790.603800 cmdq_get_command: [bind-key/0x63dbd0702d40] group 1307
1734457790.603803 cmdq_append <global>: [bind-key/0x63dbd0702d40]
1734457790.603807 yylex_token: end at WS
1734457790.603810 yylex_token: bind
1734457790.603818 yylex_token: end at WS
1734457790.603821 yylex_token: -Tcopy-mode
1734457790.603824 yylex_token: end at WS
1734457790.603827 yylex_token: C-e
1734457790.603830 yylex_token: end at WS
1734457790.603832 yylex_token: send
1734457790.603835 yylex_token: end at WS
1734457790.603838 yylex_token: -X
1734457790.603841 yylex_token: end at WS
1734457790.603844 yylex_token: end-of-line
1734457790.603848 cmd_parse_build_commands 0:0: bind
1734457790.603851 cmd_parse_build_commands 0:1: -Tcopy-mode
1734457790.603854 cmd_parse_build_commands 0:2: C-e
1734457790.603857 cmd_parse_build_commands 0:3 0:0: send
1734457790.603861 cmd_parse_build_commands 0:3 0:1: -X
1734457790.603864 cmd_parse_build_commands 0:3 0:2: end-of-line
1734457790.603867 cmd_parse_build_commands 0:0: send
1734457790.603870 cmd_parse_build_commands 0:1: -X
1734457790.603873 cmd_parse_build_commands 0:2: end-of-line
1734457790.603878 args_parse_flags: next -X
1734457790.603881 args_parse_flags: -X
1734457790.603884 args_parse_flags: next end-of-line
1734457790.603887 args_parse: flags end at 2 of 3
1734457790.603891 args_parse: 2 = end-of-line (type STRING)
1734457790.603895 cmd_parse_build_commands: send-keys -X end-of-line
1734457790.603899 args_parse_flags: next -Tcopy-mode
1734457790.603902 args_parse_flag_argument: -T = copy-mode
1734457790.603905 args_parse_flags: next C-e
1734457790.603908 args_parse: flags end at 2 of 4
1734457790.603911 args_parse: 2 = C-e (type STRING)
1734457790.603915 args_parse: 3 = send-keys -X end-of-line (type COMMANDS)
1734457790.603921 cmd_parse_build_commands: bind-key -T copy-mode C-e { send-keys -X end-of-line }
1734457790.603925 cmdq_get_command: [bind-key/0x63dbd0703090] group 1315
1734457790.603928 cmdq_append <global>: [bind-key/0x63dbd0703090]
1734457790.603933 yylex_token: end at WS
1734457790.603936 yylex_token: bind
1734457790.603939 yylex_token: end at WS
1734457790.603942 yylex_token: -Tcopy-mode
1734457790.603945 yylex_token: end at WS
1734457790.603948 yylex_token: C-f
1734457790.603951 yylex_token: end at WS
1734457790.603953 yylex_token: send
1734457790.603956 yylex_token: end at WS
1734457790.603959 yylex_token: -X
1734457790.603962 yylex_token: end at WS
1734457790.603965 yylex_token: cursor-right
1734457790.603969 cmd_parse_build_commands 0:0: bind
1734457790.603972 cmd_parse_build_commands 0:1: -Tcopy-mode
1734457790.603975 cmd_parse_build_commands 0:2: C-f
1734457790.603978 cmd_parse_build_commands 0:3 0:0: send
1734457790.603981 cmd_parse_build_commands 0:3 0:1: -X
1734457790.603984 cmd_parse_build_commands 0:3 0:2: cursor-right
1734457790.603988 cmd_parse_build_commands 0:0: send
1734457790.603991 cmd_parse_build_commands 0:1: -X
1734457790.603994 cmd_parse_build_commands 0:2: cursor-right
1734457790.603999 args_parse_flags: next -X
1734457790.604002 args_parse_flags: -X
1734457790.604005 args_parse_flags: next cursor-right
1734457790.604008 args_parse: flags end at 2 of 3
1734457790.604012 args_parse: 2 = cursor-right (type STRING)
1734457790.604016 cmd_parse_build_commands: send-keys -X cursor-right
1734457790.604019 args_parse_flags: next -Tcopy-mode
1734457790.604022 args_parse_flag_argument: -T = copy-mode
1734457790.604025 args_parse_flags: next C-f
1734457790.604029 args_parse: flags end at 2 of 4
1734457790.604032 args_parse: 2 = C-f (type STRING)
1734457790.604036 args_parse: 3 = send-keys -X cursor-right (type COMMANDS)
1734457790.604042 cmd_parse_build_commands: bind-key -T copy-mode C-f { send-keys -X cursor-right }
1734457790.604046 cmdq_get_command: [bind-key/0x63dbd0702520] group 1323
1734457790.604049 cmdq_append <global>: [bind-key/0x63dbd0702520]
1734457790.604053 yylex_token: end at WS
1734457790.604056 yylex_token: bind
1734457790.604060 yylex_token: end at WS
1734457790.604063 yylex_token: -Tcopy-mode
1734457790.604066 yylex_token: end at WS
1734457790.604069 yylex_token: C-b
1734457790.604072 yylex_token: end at WS
1734457790.604075 yylex_token: send
1734457790.604078 yylex_token: end at WS
1734457790.604080 yylex_token: -X
1734457790.604084 yylex_token: end at WS
1734457790.604091 yylex_token: cursor-left
1734457790.604094 cmd_parse_build_commands 0:0: bind
1734457790.604098 cmd_parse_build_commands 0:1: -Tcopy-mode
1734457790.604101 cmd_parse_build_commands 0:2: C-b
1734457790.604104 cmd_parse_build_commands 0:3 0:0: send
1734457790.604107 cmd_parse_build_commands 0:3 0:1: -X
1734457790.604110 cmd_parse_build_commands 0:3 0:2: cursor-left
1734457790.604114 cmd_parse_build_commands 0:0: send
1734457790.604117 cmd_parse_build_commands 0:1: -X
1734457790.604120 cmd_parse_build_commands 0:2: cursor-left
1734457790.604124 args_parse_flags: next -X
1734457790.604127 args_parse_flags: -X
1734457790.604130 args_parse_flags: next cursor-left
1734457790.604133 args_parse: flags end at 2 of 3
1734457790.604136 args_parse: 2 = cursor-left (type STRING)
1734457790.604141 cmd_parse_build_commands: send-keys -X cursor-left
1734457790.604144 args_parse_flags: next -Tcopy-mode
1734457790.604147 args_parse_flag_argument: -T = copy-mode
1734457790.604150 args_parse_flags: next C-b
1734457790.604153 args_parse: flags end at 2 of 4
1734457790.604156 args_parse: 2 = C-b (type STRING)
1734457790.604160 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1734457790.604166 cmd_parse_build_commands: bind-key -T copy-mode C-b { send-keys -X cursor-left }
1734457790.604170 cmdq_get_command: [bind-key/0x63dbd0709260] group 1331
1734457790.604173 cmdq_append <global>: [bind-key/0x63dbd0709260]
1734457790.604178 yylex_token: end at WS
1734457790.604181 yylex_token: bind
1734457790.604184 yylex_token: end at WS
1734457790.604187 yylex_token: -Tcopy-mode
1734457790.604190 yylex_token: end at WS
1734457790.604192 yylex_token: C-g
1734457790.604196 yylex_token: end at WS
1734457790.604198 yylex_token: send
1734457790.604201 yylex_token: end at WS
1734457790.604204 yylex_token: -X
1734457790.604208 yylex_token: end at WS
1734457790.604210 yylex_token: clear-selection
1734457790.604214 cmd_parse_build_commands 0:0: bind
1734457790.604217 cmd_parse_build_commands 0:1: -Tcopy-mode
1734457790.604220 cmd_parse_build_commands 0:2: C-g
1734457790.604224 cmd_parse_build_commands 0:3 0:0: send
1734457790.604227 cmd_parse_build_commands 0:3 0:1: -X
1734457790.604230 cmd_parse_build_commands 0:3 0:2: clear-selection
1734457790.604234 cmd_parse_build_commands 0:0: send
1734457790.604237 cmd_parse_build_commands 0:1: -X
1734457790.604240 cmd_parse_build_commands 0:2: clear-selection
1734457790.604244 args_parse_flags: next -X
1734457790.604247 args_parse_flags: -X
1734457790.604250 args_parse_flags: next clear-selection
1734457790.604262 args_parse: flags end at 2 of 3
1734457790.604269 args_parse: 2 = clear-selection (type STRING)
1734457790.604273 cmd_parse_build_commands: send-keys -X clear-selection
1734457790.604277 args_parse_flags: next -Tcopy-mode
1734457790.604280 args_parse_flag_argument: -T = copy-mode
1734457790.604283 args_parse_flags: next C-g
1734457790.604286 args_parse: flags end at 2 of 4
1734457790.604289 args_parse: 2 = C-g (type STRING)
1734457790.604294 args_parse: 3 = send-keys -X clear-selection (type COMMANDS)
1734457790.604300 cmd_parse_build_commands: bind-key -T copy-mode C-g { send-keys -X clear-selection }
1734457790.604304 cmdq_get_command: [bind-key/0x63dbd070b760] group 1339
1734457790.604307 cmdq_append <global>: [bind-key/0x63dbd070b760]
1734457790.604312 yylex_token: end at WS
1734457790.604314 yylex_token: bind
1734457790.604318 yylex_token: end at WS
1734457790.604321 yylex_token: -Tcopy-mode
1734457790.604324 yylex_token: end at WS
1734457790.604327 yylex_token: C-k
1734457790.604330 yylex_token: end at WS
1734457790.604333 yylex_token: send
1734457790.604336 yylex_token: end at WS
1734457790.604338 yylex_token: -X
1734457790.604342 yylex_token: end at WS
1734457790.604345 yylex_token: copy-pipe-end-of-line-and-cancel
1734457790.604349 cmd_parse_build_commands 0:0: bind
1734457790.604352 cmd_parse_build_commands 0:1: -Tcopy-mode
1734457790.604355 cmd_parse_build_commands 0:2: C-k
1734457790.604359 cmd_parse_build_commands 0:3 0:0: send
1734457790.604362 cmd_parse_build_commands 0:3 0:1: -X
1734457790.604370 cmd_parse_build_commands 0:3 0:2: copy-pipe-end-of-line-and-cancel
1734457790.604374 cmd_parse_build_commands 0:0: send
1734457790.604377 cmd_parse_build_commands 0:1: -X
1734457790.604380 cmd_parse_build_commands 0:2: copy-pipe-end-of-line-and-cancel
1734457790.604385 args_parse_flags: next -X
1734457790.604388 args_parse_flags: -X
1734457790.604391 args_parse_flags: next copy-pipe-end-of-line-and-cancel
1734457790.604394 args_parse: flags end at 2 of 3
1734457790.604398 args_parse: 2 = copy-pipe-end-of-line-and-cancel (type STRING)
1734457790.604403 cmd_parse_build_commands: send-keys -X copy-pipe-end-of-line-and-cancel
1734457790.604406 args_parse_flags: next -Tcopy-mode
1734457790.604409 args_parse_flag_argument: -T = copy-mode
1734457790.604412 args_parse_flags: next C-k
1734457790.604415 args_parse: flags end at 2 of 4
1734457790.604418 args_parse: 2 = C-k (type STRING)
1734457790.604423 args_parse: 3 = send-keys -X copy-pipe-end-of-line-and-cancel (type COMMANDS)
1734457790.604430 cmd_parse_build_commands: bind-key -T copy-mode C-k { send-keys -X copy-pipe-end-of-line-and-cancel }
1734457790.604434 cmdq_get_command: [bind-key/0x63dbd070deb0] group 1347
1734457790.604437 cmdq_append <global>: [bind-key/0x63dbd070deb0]
1734457790.604442 yylex_token: end at WS
1734457790.604445 yylex_token: bind
1734457790.604448 yylex_token: end at WS
1734457790.604451 yylex_token: -Tcopy-mode
1734457790.604454 yylex_token: end at WS
1734457790.604457 yylex_token: C-n
1734457790.604460 yylex_token: end at WS
1734457790.604463 yylex_token: send
1734457790.604466 yylex_token: end at WS
1734457790.604469 yylex_token: -X
1734457790.604472 yylex_token: end at WS
1734457790.604475 yylex_token: cursor-down
1734457790.604478 cmd_parse_build_commands 0:0: bind
1734457790.604482 cmd_parse_build_commands 0:1: -Tcopy-mode
1734457790.604485 cmd_parse_build_commands 0:2: C-n
1734457790.604488 cmd_parse_build_commands 0:3 0:0: send
1734457790.604491 cmd_parse_build_commands 0:3 0:1: -X
1734457790.604494 cmd_parse_build_commands 0:3 0:2: cursor-down
1734457790.604498 cmd_parse_build_commands 0:0: send
1734457790.604501 cmd_parse_build_commands 0:1: -X
1734457790.604504 cmd_parse_build_commands 0:2: cursor-down
1734457790.604508 args_parse_flags: next -X
1734457790.604511 args_parse_flags: -X
1734457790.604514 args_parse_flags: next cursor-down
1734457790.604517 args_parse: flags end at 2 of 3
1734457790.604521 args_parse: 2 = cursor-down (type STRING)
1734457790.604525 cmd_parse_build_commands: send-keys -X cursor-down
1734457790.604528 args_parse_flags: next -Tcopy-mode
1734457790.604531 args_parse_flag_argument: -T = copy-mode
1734457790.604534 args_parse_flags: next C-n
1734457790.604537 args_parse: flags end at 2 of 4
1734457790.604540 args_parse: 2 = C-n (type STRING)
1734457790.604546 args_parse: 3 = send-keys -X cursor-down (type COMMANDS)
1734457790.604552 cmd_parse_build_commands: bind-key -T copy-mode C-n { send-keys -X cursor-down }
1734457790.604556 cmdq_get_command: [bind-key/0x63dbd070e130] group 1355
1734457790.604559 cmdq_append <global>: [bind-key/0x63dbd070e130]
1734457790.604563 yylex_token: end at WS
1734457790.604566 yylex_token: bind
1734457790.604569 yylex_token: end at WS
